Timestamp,Load (kW),Price (INR/kWh),Solar (pu),Weather
2025-10-22 08:00:00,551.48,3.37,0.0,Cloudy
2025-10-22 08:30:00,647.76,3.39,0.0,Cloudy
2025-10-22 09:00:00,620.93,3.2,0.0,Cloudy
2025-10-22 09:30:00,727.24,3.71,0.0,Cloudy
2025-10-22 10:00:00,870.39,4.02,0.0,Cloudy
2025-10-22 10:30:00,905.38,4.77,0.0,Cloudy
2025-10-22 11:00:00,1047.75,5.23,0.0,Cloudy
2025-10-22 11:30:00,1301.55,6.36,0.0,Cloudy
2025-10-22 12:00:00,1316.62,6.9,0.0,Cloudy
2025-10-22 12:30:00,1209.29,6.68,0.0,Cloudy
2025-10-22 13:00:00,1350.53,6.58,0.001,Cloudy
2025-10-22 13:30:00,1057.7,6.45,0.038,Cloudy
2025-10-22 14:00:00,1047.92,5.99,0.014,Cloudy
2025-10-22 14:30:00,969.83,5.78,0.023,Cloudy
2025-10-22 15:00:00,796.92,5.39,0.045,Cloudy
2025-10-22 15:30:00,843.12,5.42,0.024,Cloudy
2025-10-22 16:00:00,732.45,5.64,0.066,Cloudy
2025-10-22 16:30:00,677.23,5.38,0.055,Cloudy
2025-10-22 17:00:00,615.58,5.35,0.105,Cloudy
2025-10-22 17:30:00,617.26,5.37,0.094,Cloudy
2025-10-22 18:00:00,591.82,4.95,0.05,Cloudy
2025-10-22 18:30:00,510.91,4.57,0.079,Cloudy
2025-10-22 19:00:00,528.52,4.38,0.109,Cloudy
2025-10-22 19:30:00,538.04,4.02,0.0,Cloudy
2025-10-22 20:00:00,592.29,4.22,0.093,Cloudy
2025-10-22 20:30:00,676.82,3.94,0.102,Cloudy
2025-10-22 21:00:00,704.63,4.3,0.165,Cloudy
2025-10-22 21:30:00,733.9,4.29,0.28,Cloudy
2025-10-22 22:00:00,863.84,5.06,0.218,Cloudy
2025-10-22 22:30:00,970.99,5.05,0.231,Cloudy
2025-10-22 23:00:00,1106.25,5.7,0.305,Cloudy
2025-10-22 23:30:00,1079.27,6.23,0.437,Cloudy
2025-10-23 00:00:00,1276.82,6.9,0.518,Cloudy
2025-10-23 00:30:00,1202.09,6.78,0.477,Cloudy
2025-10-23 01:00:00,1316.36,6.56,0.717,Cloudy
2025-10-23 01:30:00,1130.57,6.18,0.656,Cloudy
2025-10-23 02:00:00,1014.16,6.33,0.493,Cloudy
2025-10-23 02:30:00,1067.88,5.71,0.602,Cloudy
2025-10-23 03:00:00,932.39,5.54,0.66,Cloudy
2025-10-23 03:30:00,728.19,5.41,0.447,Cloudy
2025-10-23 04:00:00,740.48,5.85,0.588,Cloudy
2025-10-23 04:30:00,698.17,5.89,0.291,Cloudy
2025-10-23 05:00:00,652.94,5.27,0.198,Cloudy
2025-10-23 05:30:00,546.34,5.34,0.155,Cloudy
2025-10-23 06:00:00,573.55,4.79,0.078,Cloudy
2025-10-23 06:30:00,498.43,4.58,0.0,Cloudy
2025-10-23 07:00:00,491.95,4.67,0.0,Cloudy
2025-10-23 07:30:00,507.14,4.08,0.0,Cloudy
2025-10-23 08:00:00,605.85,3.74,0.0,Cloudy
2025-10-23 08:30:00,691.73,3.7,0.001,Cloudy
2025-10-23 09:00:00,800.17,3.71,0.019,Cloudy
2025-10-23 09:30:00,775.99,3.97,0.005,Cloudy
2025-10-23 10:00:00,956.25,4.53,0.032,Cloudy
2025-10-23 10:30:00,1075.52,4.78,0.0,Cloudy
2025-10-23 11:00:00,1194.36,5.79,0.0,Cloudy
2025-10-23 11:30:00,1197.02,6.42,0.0,Cloudy
2025-10-23 12:00:00,1207.6,6.5,0.0,Cloudy
2025-10-23 12:30:00,1251.71,6.85,0.0,Cloudy
2025-10-23 13:00:00,1223.37,6.48,0.0,Cloudy
2025-10-23 13:30:00,1169.13,6.41,0.0,Cloudy
2025-10-23 14:00:00,978.58,6.01,0.0,Cloudy
2025-10-23 14:30:00,933.1,5.99,0.0,Cloudy
2025-10-23 15:00:00,848.45,6.05,0.0,Cloudy
2025-10-23 15:30:00,699.1,5.67,0.0,Cloudy
2025-10-23 16:00:00,726.0,5.84,0.0,Cloudy
2025-10-23 16:30:00,605.63,5.58,0.0,Cloudy
2025-10-23 17:00:00,642.52,5.16,0.0,Cloudy
2025-10-23 17:30:00,525.77,4.88,0.0,Cloudy
2025-10-23 18:00:00,450.33,4.68,0.033,Cloudy
2025-10-23 18:30:00,422.03,4.61,0.07,Cloudy
2025-10-23 19:00:00,463.69,4.38,0.135,Cloudy
2025-10-23 19:30:00,566.39,3.95,0.125,Cloudy
2025-10-23 20:00:00,584.53,3.53,0.123,Cloudy
2025-10-23 20:30:00,583.48,3.39,0.125,Cloudy
2025-10-23 21:00:00,687.63,3.52,0.123,Cloudy
2025-10-23 21:30:00,716.2,3.68,0.114,Cloudy
2025-10-23 22:00:00,884.34,4.12,0.22,Cloudy
2025-10-23 22:30:00,1037.62,4.96,0.376,Cloudy
2025-10-23 23:00:00,987.22,5.82,0.51,Cloudy
2025-10-23 23:30:00,1213.33,6.06,0.455,Cloudy
2025-10-24 00:00:00,1091.39,6.76,0.47,Cloudy
2025-10-24 00:30:00,1201.76,6.7,0.73,Cloudy
2025-10-24 01:00:00,1074.38,6.59,0.694,Cloudy
2025-10-24 01:30:00,1144.37,6.2,0.882,Cloudy
2025-10-24 02:00:00,1049.69,6.11,0.667,Cloudy
2025-10-24 02:30:00,983.38,5.93,0.688,Cloudy
2025-10-24 03:00:00,873.2,5.39,0.476,Cloudy
2025-10-24 03:30:00,774.29,5.38,0.375,Cloudy
2025-10-24 04:00:00,641.22,5.44,0.391,Cloudy
2025-10-24 04:30:00,563.17,5.93,0.333,Cloudy
2025-10-24 05:00:00,646.11,5.76,0.185,Cloudy
2025-10-24 05:30:00,585.31,5.17,0.076,Cloudy
2025-10-24 06:00:00,532.64,4.89,0.04,Cloudy
2025-10-24 06:30:00,497.14,4.41,0.077,Cloudy
2025-10-24 07:00:00,559.63,4.58,0.201,Cloudy
2025-10-24 07:30:00,582.7,4.45,0.253,Cloudy
2025-10-24 08:00:00,547.59,4.08,0.321,Cloudy
2025-10-24 08:30:00,611.91,3.83,0.266,Cloudy
2025-10-24 09:00:00,760.48,3.85,0.162,Cloudy
2025-10-24 09:30:00,750.1,3.99,0.135,Cloudy
2025-10-24 10:00:00,862.38,4.29,0.123,Cloudy
2025-10-24 10:30:00,938.45,4.82,0.148,Cloudy
2025-10-24 11:00:00,1035.75,5.71,0.137,Cloudy
2025-10-24 11:30:00,1178.01,5.96,0.168,Cloudy
