Timestamp,Load (kW),Price (INR/kWh),Solar (pu),Weather
2025-10-25 14:30:00,936.7,5.77,0.0,Rainy
2025-10-25 15:00:00,767.51,5.72,0.0,Rainy
2025-10-25 15:30:00,741.25,5.49,0.0,Rainy
2025-10-25 16:00:00,579.87,5.4,0.013,Rainy
2025-10-25 16:30:00,594.46,5.45,0.003,Rainy
2025-10-25 17:00:00,570.45,5.53,0.006,Rainy
2025-10-25 17:30:00,537.12,5.06,0.043,Rainy
2025-10-25 18:00:00,536.74,4.86,0.0,Rainy
2025-10-25 18:30:00,497.44,4.5,0.0,Rainy
2025-10-25 19:00:00,453.38,4.02,0.0,Rainy
2025-10-25 19:30:00,502.03,3.95,0.0,Rainy
2025-10-25 20:00:00,589.28,3.72,0.0,Rainy
2025-10-25 20:30:00,628.24,3.42,0.016,Rainy
2025-10-25 21:00:00,670.51,3.37,0.0,Rainy
2025-10-25 21:30:00,779.65,3.75,0.0,Rainy
2025-10-25 22:00:00,844.23,4.38,0.097,Rainy
2025-10-25 22:30:00,903.39,4.74,0.25,Rainy
2025-10-25 23:00:00,1100.31,5.37,0.215,Rainy
2025-10-25 23:30:00,1209.52,6.44,0.324,Rainy
2025-10-26 00:00:00,1085.69,6.36,0.127,Rainy
2025-10-26 00:30:00,1280.56,6.62,0.257,Rainy
2025-10-26 01:00:00,1194.72,6.56,0.302,Rainy
2025-10-26 01:30:00,1069.78,6.45,0.221,Rainy
2025-10-26 02:00:00,1109.88,6.4,0.403,Rainy
2025-10-26 02:30:00,1008.12,5.73,0.081,Rainy
2025-10-26 03:00:00,867.93,5.55,0.158,Rainy
2025-10-26 03:30:00,701.29,5.91,0.159,Rainy
2025-10-26 04:00:00,599.9,5.72,0.054,Rainy
2025-10-26 04:30:00,587.64,5.29,0.0,Rainy
2025-10-26 05:00:00,549.75,5.12,0.082,Rainy
2025-10-26 05:30:00,525.4,5.19,0.069,Rainy
2025-10-26 06:00:00,461.66,4.95,0.136,Rainy
2025-10-26 06:30:00,465.66,4.39,0.067,Rainy
2025-10-26 07:00:00,514.4,4.11,0.018,Rainy
2025-10-26 07:30:00,495.81,3.71,0.0,Rainy
2025-10-26 08:00:00,489.77,3.22,0.0,Rainy
2025-10-26 08:30:00,551.39,3.18,0.0,Rainy
2025-10-26 09:00:00,622.57,3.59,0.0,Rainy
2025-10-26 09:30:00,717.45,3.67,0.071,Rainy
2025-10-26 10:00:00,806.44,4.01,0.0,Rainy
2025-10-26 10:30:00,1015.65,4.72,0.075,Rainy
2025-10-26 11:00:00,1133.43,5.35,0.022,Rainy
2025-10-26 11:30:00,1233.2,6.33,0.0,Rainy
