Timestamp,Load (kW),Price (INR/kWh),Solar (pu),Weather
2025-10-18 06:00:00,487.04,4.57,0.018,Cloudy
2025-10-18 06:30:00,450.77,4.16,0.009,Cloudy
2025-10-18 07:00:00,441.55,4.09,0.005,Cloudy
2025-10-18 07:30:00,465.5,3.29,0.002,Cloudy
2025-10-18 08:00:00,526.99,3.67,0.001,Cloudy
2025-10-18 08:30:00,531.97,3.14,0.001,Cloudy
2025-10-18 09:00:00,636.26,3.44,0.0,Cloudy
2025-10-18 09:30:00,695.14,3.71,0.0,Cloudy
2025-10-18 10:00:00,906.95,4.31,0.0,Cloudy
2025-10-18 10:30:00,897.5,4.6,0.0,Cloudy
2025-10-18 11:00:00,979.35,5.69,0.0,Cloudy
2025-10-18 11:30:00,1193.57,5.91,0.0,Cloudy
2025-10-18 12:00:00,1265.58,6.57,0.0,Cloudy
2025-10-18 12:30:00,1149.3,6.75,0.0,Cloudy
2025-10-18 13:00:00,1153.63,6.64,0.0,Cloudy
2025-10-18 13:30:00,1167.93,6.04,0.0,Cloudy
2025-10-18 14:00:00,978.92,5.73,0.0,Cloudy
2025-10-18 14:30:00,882.44,6.03,0.0,Cloudy
2025-10-18 15:00:00,811.96,5.77,0.0,Cloudy
2025-10-18 15:30:00,695.03,5.34,0.001,Cloudy
2025-10-18 16:00:00,708.22,5.45,0.001,Cloudy
2025-10-18 16:30:00,578.97,5.21,0.003,Cloudy
2025-10-18 17:00:00,536.42,5.29,0.005,Cloudy
2025-10-18 17:30:00,563.58,5.29,0.011,Cloudy
2025-10-18 18:00:00,504.53,4.85,0.019,Cloudy
2025-10-18 18:30:00,561.45,4.48,0.034,Cloudy
2025-10-18 19:00:00,513.74,3.91,0.058,Cloudy
2025-10-18 19:30:00,467.11,3.97,0.098,Cloudy
2025-10-18 20:00:00,602.64,3.43,0.143,Cloudy
2025-10-18 20:30:00,689.6,3.29,0.203,Cloudy
2025-10-18 21:00:00,608.35,3.19,0.29,Cloudy
2025-10-18 21:30:00,674.61,3.96,0.381,Cloudy
2025-10-18 22:00:00,904.28,4.1,0.478,Cloudy
2025-10-18 22:30:00,999.11,4.42,0.566,Cloudy
2025-10-18 23:00:00,1129.71,5.2,0.678,Cloudy
2025-10-18 23:30:00,1058.43,5.94,0.686,Cloudy
2025-10-19 00:00:00,1279.95,6.84,0.736,Cloudy
2025-10-19 00:30:00,1086.2,6.81,0.708,Cloudy
2025-10-19 01:00:00,1205.48,6.52,0.641,Cloudy
2025-10-19 01:30:00,1065.66,6.35,0.562,Cloudy
2025-10-19 02:00:00,986.29,5.65,0.464,Cloudy
2025-10-19 02:30:00,872.82,6.04,0.372,Cloudy
2025-10-19 03:00:00,874.39,5.5,0.283,Cloudy
2025-10-19 03:30:00,813.95,5.42,0.215,Cloudy
2025-10-19 04:00:00,600.8,5.43,0.139,Cloudy
2025-10-19 04:30:00,550.95,4.92,0.092,Cloudy
2025-10-19 05:00:00,508.09,5.16,0.058,Cloudy
2025-10-19 05:30:00,563.26,5.0,0.035,Cloudy
2025-10-19 06:00:00,552.32,4.68,0.019,Cloudy
2025-10-19 06:30:00,500.47,4.28,0.011,Cloudy
2025-10-19 07:00:00,513.88,4.07,0.005,Cloudy
2025-10-19 07:30:00,533.37,3.57,0.003,Cloudy
2025-10-19 08:00:00,553.8,3.3,0.001,Cloudy
2025-10-19 08:30:00,610.89,3.36,0.001,Cloudy
2025-10-19 09:00:00,741.65,3.33,0.0,Cloudy
2025-10-19 09:30:00,759.86,3.48,0.0,Cloudy
2025-10-19 10:00:00,976.96,4.14,0.0,Cloudy
2025-10-19 10:30:00,1021.24,4.63,0.0,Cloudy
2025-10-19 11:00:00,1039.66,5.67,0.0,Cloudy
2025-10-19 11:30:00,1183.0,5.98,0.0,Cloudy
2025-10-19 12:00:00,1341.4,6.42,0.0,Cloudy
2025-10-19 12:30:00,1384.53,7.01,0.0,Cloudy
2025-10-19 13:00:00,1196.41,6.31,0.0,Cloudy
2025-10-19 13:30:00,1216.01,6.09,0.0,Cloudy
2025-10-19 14:00:00,1098.36,6.14,0.0,Cloudy
2025-10-19 14:30:00,963.17,5.77,0.0,Cloudy
2025-10-19 15:00:00,872.25,5.63,0.0,Cloudy
2025-10-19 15:30:00,772.05,5.55,0.0,Cloudy
2025-10-19 16:00:00,716.93,5.43,0.001,Cloudy
2025-10-19 16:30:00,683.35,5.76,0.003,Cloudy
2025-10-19 17:00:00,635.69,5.28,0.005,Cloudy
2025-10-19 17:30:00,598.04,5.21,0.01,Cloudy
2025-10-19 18:00:00,486.41,5.06,0.02,Cloudy
2025-10-19 18:30:00,492.7,4.67,0.032,Cloudy
2025-10-19 19:00:00,514.29,4.29,0.059,Cloudy
2025-10-19 19:30:00,651.97,3.83,0.09,Cloudy
2025-10-19 20:00:00,602.91,4.04,0.146,Cloudy
2025-10-19 20:30:00,590.85,3.59,0.206,Cloudy
2025-10-19 21:00:00,664.37,3.57,0.283,Cloudy
2025-10-19 21:30:00,877.9,3.9,0.388,Cloudy
2025-10-19 22:00:00,860.95,4.57,0.48,Cloudy
2025-10-19 22:30:00,1086.3,5.16,0.563,Cloudy
2025-10-19 23:00:00,1209.07,5.62,0.656,Cloudy
2025-10-19 23:30:00,1267.19,6.04,0.689,Cloudy
2025-10-20 00:00:00,1274.44,6.24,0.675,Cloudy
2025-10-20 00:30:00,1116.96,6.47,0.695,Cloudy
2025-10-20 01:00:00,1255.24,6.24,0.601,Cloudy
2025-10-20 01:30:00,1179.63,6.86,0.527,Cloudy
2025-10-20 02:00:00,1075.25,6.32,0.462,Cloudy
2025-10-20 02:30:00,991.64,5.78,0.387,Cloudy
2025-10-20 03:00:00,838.5,5.56,0.269,Cloudy
2025-10-20 03:30:00,769.73,5.75,0.196,Cloudy
2025-10-20 04:00:00,749.44,5.34,0.138,Cloudy
2025-10-20 04:30:00,660.12,5.6,0.09,Cloudy
2025-10-20 05:00:00,570.83,5.51,0.058,Cloudy
2025-10-20 05:30:00,594.75,5.05,0.035,Cloudy
2025-10-20 06:00:00,534.75,4.89,0.02,Cloudy
2025-10-20 06:30:00,585.21,4.99,0.01,Cloudy
2025-10-20 07:00:00,534.66,4.54,0.005,Cloudy
2025-10-20 07:30:00,542.99,3.98,0.002,Cloudy
2025-10-20 08:00:00,600.96,3.66,0.001,Cloudy
2025-10-20 08:30:00,632.58,3.48,0.001,Cloudy
2025-10-20 09:00:00,666.42,3.58,0.0,Cloudy
2025-10-20 09:30:00,786.37,3.77,0.0,Cloudy
2025-10-20 10:00:00,834.88,4.07,0.0,Cloudy
2025-10-20 10:30:00,1003.35,5.06,0.0,Cloudy
2025-10-20 11:00:00,1037.5,5.51,0.0,Cloudy
2025-10-20 11:30:00,1260.86,5.88,0.0,Cloudy
